id,category,evidence_type,apps,channel_invariant,sqlite_mapped,mapped_dbs,cua_required,gui_artifact,instruction_pins_gold,dv_from_answer,identifiable,eligible,exclude_reason,instruction
long_horizon-f050,long_horizon,other,HooliMail|HooliChat|LibreOffice|Cheskepdia|TableFind|HangryDash|HooliCalendar|SprintBoard|LockedIn|Files,False,True,mail.sqlite|cheskepdia.sqlite|tablefind.sqlite|hangrydash.sqlite|hoolicalendar.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Run the full upcoming-Dundies lifecycle plan. Open the Dundies categories doc in ~/Documents, build a venue shortlist on Cheskepdia, scope catering via TableFind + HangryDash, send save-the-date HooliMails to Pam, Jim, Dwight, Kevin, Holly. Coordinate logistics in the HooliChat Dundie Awards Planning group. Block the day in HooliCalendar. Stand up a Dundies SprintBoard task list. Post a teaser LockedIn 'Dundies are happening this year' update."
long_horizon-f051,long_horizon,other,LockedIn|LibreOffice|HooliMail|Cheskepdia|Gringotts|BatBucks|Files|Dinoco Airlines,False,True,lockedin.sqlite|mail.sqlite|cheskepdia.sqlite|vaultbank.sqlite|batbucks.sqlite|dinoco-airlines.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to dry-run a job search without actually quitting. Polish my LockedIn profile (review headline, about, post cadence). Draft a generic cover letter template in LibreOffice. Search Cheskepdia for a 1-bedroom in a major US city outside Scranton (NYC, Chicago, Philly — pick one). Pull my Gringotts checking + savings + BatBucks cash to compute my unemployment-buffer runway. Check Dinoco for any existing flights to interview-likely cities. Email myself a 'job search readiness' summary via HooliMail. Stage all artifacts under ~/Documents/Personal/job_search/ in Files."
long_horizon-f053,long_horizon,other,HooliCalendar|HooliWork|HooliChat|TableFind|HangryDash|LibreOffice|Files|LockedIn|HooliShop,False,True,hoolicalendar.sqlite|tablefind.sqlite|hangrydash.sqlite|lockedin.sqlite|hoolishop.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Pretzel Day is coming up this year and I want to make it the best one ever. Block the date on HooliCalendar, post the official Pretzel Day announcement in HooliWork #general + #random, get a head-count poll going in HooliChat Party Planning Committee, schedule a TableFind reservation for the post-Pretzel-Day team lunch, scope a HangryDash dessert order to bring back to the office for the second wave, write the run-of-show in LibreOffice and save it under ~/Documents/Work/, and post a 'come get pretzeled' tease on LockedIn so the whole Scranton paper world sees what they're missing. Order Pretzel Day swag (paper hats, salt packets, custom mugs that say 'World's Best Pretzel Boss') from HooliShop."
long_horizon-f054,long_horizon,other,BatBucks|OddsMarket|LockedIn|HooliMail|Cheskepdia|Dinoco Airlines|LibreOffice Calc|Files|Kwik-E-Mart|HooliShop,False,True,batbucks.sqlite|oddsmarket.sqlite|lockedin.sqlite|mail.sqlite|cheskepdia.sqlite|dinoco-airlines.sqlite|kwik-e-mart.sqlite|hoolishop.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I keep daydreaming about starting the Michael Scott Paper Company on the side — same idea as before but smarter this time. Scope it as a real side-business research project: pull together a back-of-envelope feasibility memo. Use BatBucks to confirm I have reasonable seed capital available for a paper-distribution side business, OddsMarket to gauge market sentiment on regional paper distributors (any prediction markets), LockedIn to pull together 3-5 paper-adjacent candidates I'd want to recruit (accept any mix of established connections, pending connection_requests from paper/office-supply senders, and named ex-colleagues), HooliMail to draft a discreet 'exploring something new — let's grab coffee' note to those candidates, search Cheskepdia for a small co-working / serviced office for week-1 ops, scope Dinoco for a single weekend trip to Philadelphia for a regional supplier meet-and-greet, file the full feasibility memo in LibreOffice under ~/Documents/Personal/msp_company/, and post a vague 'cooking up something big' LockedIn teaser without naming the paper-company angle. The feasibility memo's financial model (capital + first-12-month burn) goes into LibreOffice Calc. Pre-fill a Hoolishop delivery with the bare-bones MSP Company week-1 office supplies (notebooks, pens, coffee, paper)."
long_horizon-f055,long_horizon,other,LockedIn|HooliMail|HooliChat|SprintBoard|LibreOffice|Gringotts|HooliWork|HooliCalendar,False,True,lockedin.sqlite|mail.sqlite|vaultbank.sqlite|hoolicalendar.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I need to prep for my mid-year self-review with David Wallace. Pull my SprintBoard project record across all my active projects, sample HooliWork participation in #sales + #general (rough message count), look at my LockedIn posts + connections, check my HooliMail-sent volume to David Wallace + Jan, and pull my Gringotts paycheck deposits for comp context, then write a self-assessment in LibreOffice Writer. Schedule a HooliCalendar 1-on-1 with David Wallace. Email David an FYI that the self-review is coming via HooliMail."
long_horizon-f056,long_horizon,other,SprintBoard|HooliCalendar|TableFind|HangryDash|Kwik-E-Mart|HooliMail|HooliWork|HooliChat|LibreOffice|Files|LockedIn,False,True,hoolicalendar.sqlite|tablefind.sqlite|hangrydash.sqlite|kwik-e-mart.sqlite|mail.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Diversity Day is coming up and Pam's running it on SprintBoard but I want to take it over and make this year actually iconic — I am the regional manager. Open the Diversity Day Planning 2026 board on SprintBoard and add 5 specific tasks (cultural showcase booths, dietary-friendly catering scope, comms plan, post-event survey, run-of-show doc). Block the event date on HooliCalendar with a 1-week prep sprint. Reserve a TableFind venue for the cultural-food sampling. Scope a HangryDash diverse-cuisines order for the day-of office spread. Pre-fill a Kwik-E-Mart office-supply pickup for decorations. Send the formal HooliMail invite to the all-hands. Post the announcement in HooliWork #general + HooliChat Party Planning Committee. Save the run-of-show in LibreOffice under ~/Documents/Work/. Post a LockedIn 'celebrating what makes Scranton, Scranton' message."
long_horizon-f057,long_horizon,other,SprintBoard|HooliCalendar|Kwik-E-Mart|HangryDash|HooliMail|HooliChat|HooliWork|LibreOffice Calc|LockedIn,False,True,hoolicalendar.sqlite|kwik-e-mart.sqlite|hangrydash.sqlite|mail.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to relaunch Movie Monday as a quarterly outdoor projection night at the office park — bigger than the indoor break-room version Pam keeps running. Open the Movie Monday Program board on SprintBoard and add 6 specific tasks (projector rental scope, outdoor movie license check, snack-bar coordination, weather-backup plan, RSVP comms, post-event highlight reel). Block 4 quarterly outdoor Movie Monday dates on HooliCalendar. Pre-fill a Kwik-E-Mart office-snacks pickup (popcorn + drinks) and place a HangryDash late-night dessert order for the first event. Draft the formal Movie Monday relaunch HooliMail to the all-hands. Post the launch in HooliChat Party Planning Committee + HooliWork #general. Save the full Movie Monday relaunch plan in LibreOffice under ~/Documents/Work/. Post a 'bringing back movie nights, properly this time' LockedIn announcement. The relaunch plan + per-quarter budget go into a LibreOffice Calc workbook so I can copy a tab per event."
long_horizon-f058,long_horizon,other,Cheskepdia|Gringotts|HooliCalendar|eTaxi|HooliMail|HooliChat|SprintBoard|LibreOffice|Files|LockedIn|Kwik-E-Mart|HangryDash,False,True,cheskepdia.sqlite|vaultbank.sqlite|hoolicalendar.sqlite|etaxi.sqlite|mail.sqlite|lockedin.sqlite|kwik-e-mart.sqlite|hangrydash.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I'm thinking about moving closer to the office. Apartment shortlist on Cheskepdia, scope move costs against Gringotts checking + savings, calculate eTaxi savings if I'm closer (compare current commute count to 1725 Slough Ave), block the projected move week on HooliCalendar, propose change-of-address handling in HooliMail to friends/family + HooliChat to the team, stand up a SprintBoard board for the move, write the move plan in LibreOffice, post a 'big change coming' LockedIn note, scope grocery resupply via Kwik-E-Mart + HangryDash for first-day-in-new-place. Save under ~/Documents/Personal/move/."
long_horizon-f060,long_horizon,other,Cheskepdia|Dinoco Airlines|eTaxi|Gringotts|HooliCalendar|HooliMail|Files|TableFind|HangryDash|LibreOffice|LockedIn,False,True,cheskepdia.sqlite|dinoco-airlines.sqlite|etaxi.sqlite|vaultbank.sqlite|hoolicalendar.sqlite|mail.sqlite|tablefind.sqlite|hangrydash.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want a real vacation this year — somewhere I haven't been (not Jamaica, not Barbados, not NYC, not Philly). Research a destination on Cheskepdia, book me flights from AVP on Dinoco, scope eTaxi for the airport ride, build me a day-by-day itinerary in LibreOffice, block the dates on my calendar, send a group invite to Pam, Jim, and Holly via HooliMail, check my Gringotts for budget, post a 'big trip coming' tease on LockedIn, and save the whole plan under ~/Documents/Trips/."
long_horizon-f062,long_horizon,other,SprintBoard|HooliMail|HooliChat|HooliWork|LockedIn|LibreOffice|Cheskepdia|TableFind|HangryDash|Gringotts|HooliCalendar|Files|SpeedTax|HooliShop,False,True,mail.sqlite|lockedin.sqlite|cheskepdia.sqlite|tablefind.sqlite|hangrydash.sqlite|vaultbank.sqlite|hoolicalendar.sqlite|speedtax.sqlite|hoolishop.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to lead an office culture initiative. Draft my 'World's Best Workplace' proposal in LibreOffice. Stand up a SprintBoard board for execution. Post the rollout to HooliWork #random. Cross-post a 'culture push announcement' in any team-wide HooliChat group. Send a HooliMail to David Wallace requesting sponsor approval. Block the kickoff date on HooliCalendar. Scope a kickoff lunch via TableFind + HangryDash. Search Cheskepdia for a quarterly off-site venue. Pull Gringotts to scope the initiative budget. Post a public LockedIn 'leading culture change' update. Save the proposal under ~/Documents/Work/. Order culture-initiative swag (T-shirts, stickers) from HooliShop and capture the spend in SpeedTax as a current-quarter business-expense line."
long_horizon-f065,long_horizon,other,Gringotts|BatBucks|OddsMarket|SpeedTax|LockedIn|HooliMail|Cheskepdia|Dinoco Airlines|HangryDash|SprintBoard|LibreOffice Calc|Files|HooliCalendar|HooliChat,False,True,vaultbank.sqlite|batbucks.sqlite|oddsmarket.sqlite|speedtax.sqlite|lockedin.sqlite|mail.sqlite|cheskepdia.sqlite|dinoco-airlines.sqlite|hangrydash.sqlite|hoolicalendar.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Hypothetical: what if I get fired tomorrow? Compute my total runway from Gringotts checking + savings + BatBucks cash + at-cost portfolio + OddsMarket balance and save that runway as a LibreOffice Calc sheet (income vs burn-rate, monthly columns). Identify cuts to HangryDash, Dinoco upgrades, and any non-utility recurring charges in Gringotts. Polish my LockedIn for any urgent reach-outs. Email a small set of trusted friends (Pam, Jim, Holly) via HooliMail asking for any leads. Stand up a SprintBoard board for the 30/60/90 day action plan. Block recovery-focused calendar time on HooliCalendar. Post a 'between chapters' message in HooliChat Finer Things Club (private). Pull the most-recent SpeedTax return to confirm any tax refund coming. If my runway looks tight, scope a cheaper Cheskepdia interim place I could fall back on. Write the emergency playbook in LibreOffice and save everything under ~/Documents/Personal/."
long_horizon-f066,long_horizon,other,Gringotts|HooliMail|HooliChat|Files|HooliCalendar|LockedIn|SprintBoard|OddsMarket|LibreOffice|HooliWork,False,True,vaultbank.sqlite|mail.sqlite|hoolicalendar.sqlite|lockedin.sqlite|oddsmarket.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to do a real digital declutter — 30 days, kill anything I'm not actually using. Audit my Gringotts recurring charges and flag the deadweight. Skim my HooliMail inbox and unsubscribe from anything I haven't opened in 6 months. Archive any HooliChat DMs I haven't touched in a month. Clean up my Documents folder via Files. Drop any HooliCalendar events I keep declining. Review my LockedIn connections and identify 5 to politely disconnect. Audit my SprintBoard for stale tasks I'll never finish. Trim my OddsMarket watchlist. Save the whole declutter manifesto in LibreOffice. Then post a 'I just dumped 30 things from my digital life' update on LockedIn."
long_horizon-f070,long_horizon,other,Cheskepdia|Dinoco Airlines|eTaxi|HooliShop|Kwik-E-Mart|HangryDash|HooliCalendar|HooliMail|HooliChat|HooliWork|LockedIn|LibreOffice|Gringotts|BatBucks,False,True,cheskepdia.sqlite|dinoco-airlines.sqlite|etaxi.sqlite|hoolishop.sqlite|kwik-e-mart.sqlite|hangrydash.sqlite|hoolicalendar.sqlite|mail.sqlite|lockedin.sqlite|vaultbank.sqlite|batbucks.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Jamaica trip is coming up soon and I have to actually prep this time. Pull the Sandals Montego Bay confirmation from Cheskepdia and my Dinoco Jamaica flight, schedule eTaxi for the wee-hours-of-departure-day airport ride, order travel essentials from HooliShop (sunscreen, beach reads, swim trunks I refuse to pack), restock pantry via Kwik-E-Mart for the day-I-get-back, schedule a final HangryDash dinner the night before so I don't have to cook, set my HooliCalendar Jamaica block + reminders, draft a pre-trip OOO HooliMail template, post a 'going dark for a week' tease in HooliChat Finer Things Club + a similar HooliWork #general note, write a LockedIn 'recharging' post scheduled for departure day, file a Jamaica trip prep checklist in LibreOffice under ~/Documents/Trips/, and pull Gringotts to confirm enough cash + check that my BatBucks portfolio doesn't need rebalancing while I'm gone."
long_horizon-f071,long_horizon,other,Cheskepdia|TableFind|eTaxi|HangryDash|Kwik-E-Mart|Gringotts|HooliCalendar|HooliMail|HooliChat|LibreOffice|Files|LockedIn,False,True,cheskepdia.sqlite|tablefind.sqlite|etaxi.sqlite|hangrydash.sqlite|kwik-e-mart.sqlite|vaultbank.sqlite|hoolicalendar.sqlite|mail.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Emma's coming up to Scranton next month for a college-visit weekend (she's looking at U Scranton). I want to make this perfect. Book her a Cheskepdia stay near campus, reserve us a TableFind dinner Friday night + Saturday brunch, order welcome-snacks via HangryDash for her first night, pre-fill her Kwik-E-Mart pickup with stuff she likes, Zelle her some spending money via Gringotts, block the whole weekend on my HooliCalendar, send her a confirming HooliMail with the itinerary, give Holly a heads-up via HooliChat that I'm taking PTO, write Emma a 'welcome to Scranton' card in LibreOffice and save under ~/Documents/Personal/, and post a public 'proud big-brother moment' update on LockedIn (Emma is my younger sister)."
long_horizon-f074,long_horizon,other,BatBucks|OddsMarket|SpeedTax|LockedIn|HooliMail|Cheskepdia|Dinoco Airlines|eTaxi|HooliShop|HangryDash|TableFind|HooliCalendar|SprintBoard|HooliChat|HooliWork|LibreOffice|Files,False,True,batbucks.sqlite|oddsmarket.sqlite|speedtax.sqlite|lockedin.sqlite|mail.sqlite|cheskepdia.sqlite|dinoco-airlines.sqlite|etaxi.sqlite|hoolishop.sqlite|hangrydash.sqlite|tablefind.sqlite|hoolicalendar.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,I'm scoping a side-consultancy: 'Somehow I Manage Consulting' — paper-distributor turnaround advisory for small regional offices. Build me a real go-to-market packet. From BatBucks confirm I have working capital. From OddsMarket pull any market sentiment I can lean on. From SpeedTax confirm whether running this on the side as a 1099 alongside my Dunder Mifflin W-2 creates any tax weirdness. Pull my LockedIn analytics + post engagement to see if my brand has any reach to lean on. Identify 5 LockedIn warm leads (regional managers at competing paper firms). Draft a 'free 30-minute consult' HooliMail outreach template (saved as draft). Search Cheskepdia for a small day-rate meeting space in downtown Scranton for client meetings. Scope Dinoco for monthly day-trips to Philly + Wilkes-Barre for client visits. Plan eTaxi for those trips. Pre-fill HooliShop for a few branded notebooks + pens to bring to client meetings (low budget). Schedule a HangryDash client-lunch order option for the first booked meeting. Reserve TableFind for a discovery dinner with a candidate client. Block a HooliCalendar 'consulting hours' slot every Tuesday + Thursday evening. Stand up a SprintBoard 'SIM Consulting' tracker. Coordinate a HooliChat soft-launch in Finer Things Club + HooliWork #general announcement. Save the full go-to-market packet in LibreOffice under ~/Documents/Personal/sim_consulting/. Post the 'Somehow I Manage Consulting now open' LockedIn launch.
long_horizon-f075,long_horizon,other,Gringotts|BatBucks|OddsMarket|SpeedTax|HooliCalendar|SprintBoard|HooliMail|HooliChat|HooliWork|LockedIn|Cheskepdia|Dinoco Airlines|eTaxi|Kwik-E-Mart|HooliShop|HangryDash|TableFind|LibreOffice|Files,False,True,vaultbank.sqlite|batbucks.sqlite|oddsmarket.sqlite|speedtax.sqlite|hoolicalendar.sqlite|mail.sqlite|lockedin.sqlite|cheskepdia.sqlite|dinoco-airlines.sqlite|etaxi.sqlite|kwik-e-mart.sqlite|hoolishop.sqlite|hangrydash.sqlite|tablefind.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I'm seriously thinking about a 3-month sabbatical to finish 'Somehow I Manage' and shoot the Threat Level Midnight sequel. I need to know if I can actually pull this off without my life falling apart. Compute my 3-month survival runway from Gringotts checking + savings + BatBucks at-cost portfolio + OddsMarket balance. Pull SpeedTax to confirm any tax refund cushion. Block the 3-month sabbatical window on HooliCalendar. Stand up a SprintBoard handoff board so my Team Morale + Diversity Day + Movie Monday projects don't die. Coordinate the away-message rollout across HooliMail (out-of-office draft to anyone who emails me), HooliChat (Finer Things Club + one more seeded social group I'm actually in, like the Party Planning Committee or After Hours), and HooliWork (#sales + #general 'going dark' posts). Polish my LockedIn for the 'creative reset' announcement. Search Cheskepdia for a writing-retreat AirBnB. Scope Dinoco flights to the retreat city. Plan eTaxi for the airport. Stock up on retreat essentials via Kwik-E-Mart + HooliShop. Pre-schedule HangryDash deliveries for the first week. Reserve a TableFind send-off dinner in Scranton before departure (TableFind only covers Scranton restaurants). Save the full sabbatical plan as a LibreOffice document under ~/Documents/Personal/sabbatical/ in Files. Post the public LockedIn 'taking a creative sabbatical' announcement (scheduled for the day before I leave)."
situated_action-f001,situated_action,other,Dinoco Airlines|HooliMail,False,True,dinoco-airlines.sqlite|mail.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,Book me a one-way Dinoco flight from AVP to JFK in Economy for next Friday with my MasterCard. Make sure you get a seat on the left and a flight in the evening or night. Can you check that the we got a confirmation email for the flight and pull it up?
situated_action-f005,situated_action,other,HooliWork|OddsMarket,False,True,oddsmarket.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I've got money riding on that Office reboot rumor over on my prediction-market account. First double-check my position is still open, then DM Dwight and ask him straight up if he's heard anything through the Scranton grapevine. Tell him I've got skin in the game."
situated_action-f007,situated_action,other,TableFind|HooliCalendar,False,True,tablefind.sqlite|hoolicalendar.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Can you book me a table at Cotogna for next Wednesday at 6:30pm, party of 6? Big group dinner. And throw it on my calendar so I don't forget."
situated_action-f008,situated_action,other,Cheskepdia|Dinoco Airlines|HooliCalendar|HooliChat,False,True,cheskepdia.sqlite|dinoco-airlines.sqlite|hoolicalendar.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Pull the plug on the Jamaica trip. Cancel the Dinoco flight, wipe the trip dates off my calendar, send a DM to Jim letting him know it's off, and message the Sandals concierge through Cheskepdia (since their host-message flow lets us request a manual cancel) so the hotel knows we're not coming."
situated_action-f010,situated_action,other,HooliShop|Files,False,True,hoolishop.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Time to order trophies for this year's Dundie ceremony. Open HooliShop, browse my order history briefly to see if there's a previous trophy or award-style purchase to reference, then place a new HooliShop order for a quantity that matches how many categories we have in my Dundies 2026 categories doc. Use the closest equivalent award-style product available in the catalog (World's Best Boss Mug or similar trophy/award product is fine)."
situated_action-f011,situated_action,other,Gringotts,False,True,vaultbank.sqlite,True,False,True,False,not_applicable,False,not_channel_invariant|cua_required|instruction_pins_gold|evidence_type_other,Can you knock $500 off my credit card from my checking? I'm trying to be responsible here.
situated_action-f012,situated_action,other,Gringotts|HooliChat,True,True,vaultbank.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,"Can you Zelle Pam a hundred bucks? She covered me last weekend and I owe her. Check HooliChat first to make sure Pam Beesly is on my contacts, then put a memo on it so she knows what it's for."
situated_action-f013,situated_action,other,LockedIn|Files,False,True,lockedin.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,Write me a LockedIn post announcing the Dundies 2026 so we can build some buzz. Pull a little teaser from my Dundies categories doc so people know it's going to be big. Make it sound like it's from the World's Best Boss.
situated_action-f014,situated_action,other,LockedIn|HooliWork,False,True,lockedin.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Check my LockedIn for pending connection requests. Triage them: accept any that look legitimate (Dunder Mifflin colleagues OR external folks with thoughtful, non-spammy messages) and leave or decline the rest. I don't need more recruiters in my life — but use your judgment per request. If none of them are Dunder Mifflin colleagues, that's a perfectly fine answer."
situated_action-f016,situated_action,other,OddsMarket,False,True,oddsmarket.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I  want to keep an eye on a few prediction markets without putting money in yet. Browse OddsMarket, find any 3 markets that fit my taste (Office/NBC-reboot themes, Scranton/Pennsylvania local stuff, NBA, celebrity romance, or whatever else feels on-brand) — pick from whatever the live markets list actually shows — and add each one to my watchlist so they show up there. Make sure it's not something I currently invested in. Don't place any trades."
situated_action-f017,situated_action,other,BatBucks,True,True,batbucks.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,Trim my GameStop position in half and roll the proceeds into VTI. I'm trying to be less of a degenerate about this.
situated_action-f018,situated_action,other,Kwik-E-Mart,False,True,kwik-e-mart.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I need groceries from Price Chopper this week (changing it up from Wegmans). Reorder whatever I got the most recent time I shopped at Price Chopper on Kwik-E-Mart and have it delivered to home. Tip 20%, I feel bad for not tipping last time. Make sure we add oat milk and eggs if not in the order, need those!"
situated_action-f021,situated_action,other,HooliChat|Files,False,False,,True,False,False,False,not_applicable,False,not_channel_invariant|no_mapped_sqlite|cua_required|evidence_type_other,Can you drop this year's Dundies category list into the Dundie Awards Planning group chat? The full list is in my Dundies 2026 categories doc.
situated_action-f025,situated_action,other,HooliChat|Cheskepdia,True,True,cheskepdia.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,Can you DM Holly and confirm the Jamaica dates plus the hotel I booked? Double-check the reservation details first so I don't give her the wrong info. I want her excited.
situated_action-f027,situated_action,other,HooliMail|Files|LibreOffice Calc,False,True,mail.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,Start a draft email to David Wallace with my most recent quarter's sales summary. Pull a ballpark from my ~/Downloads/DunderMifflin_Q2_Sales_Forecast.txt so the numbers actually have a basis. Save it as a draft; do NOT hit send. I want to review it first. Do some analysis in LibreOffice Calc so I have some empirical analysis to send him as well.
situated_action-f029,situated_action,other,Files|HooliMail|HooliWork,False,True,mail.sqlite,False,False,False,True,not_applicable,False,not_channel_invariant|evidence_type_other,"Open my Threat Level Midnight sequel notes file and add five new plot points for me. Big ones. Michael Scarn's back. Send out the revised plot notes to a handful of my friends from work, who could be used for casting."
situated_action-f035,situated_action,other,HooliMail|Files,False,True,mail.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I've got Dundies planning emails sitting in my inbox. Hit the most recent ones (up to five) and reply to each with the Cooper's Seafood House pitch. Don't copy-paste; tailor each reply a little so Pam, Jim, and the others don't think I'm lazy. Use my Dundies categories doc if you need context."
situated_action-f037,situated_action,other,HooliMail|Gringotts|Files,False,True,mail.sqlite|vaultbank.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I'm going to miss an improv class because of Jamaica. Can you pull up a recent charge to confirm my improv academy, then email them and ask for a makeup class around my trip dates? I don't want to lose the spot. The contact email is in my Improv class certificate under ~/Downloads."
situated_action-f038,situated_action,other,eTaxi,False,True,etaxi.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Verify my saved work/office address on my ride app is set to Dunder Mifflin at 1725 Slough Ave (Suite 200, Scranton, PA). Report back what's currently saved — if it already matches, no action needed; if it's wrong or missing, fix it and save the change."
situated_action-f039,situated_action,other,HooliShop,True,True,hoolishop.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,"I want another copy of my own book — Somehow I Manage. Order me one, same as my last order of that book, and ship it home."
situated_action-f040,situated_action,other,HooliMail|Files,False,True,mail.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I need an out-of-office message ready for the Jamaica trip. Pull the dates from my Jamaica trip doc so they're right, and write a draft email body I can paste-as-a-reply or save as a template. For anything urgent route people to Dwight. Save it as a HooliMail draft so it's waiting for me on the day I leave."
retrieval-f001,retrieval,point_field,Dinoco Airlines,True,True,dinoco-airlines.sqlite,False,False,False,True,pending_dummy_probe,True,,What's my current FlyMiles loyalty tier on Dinoco and how many miles do I have in the bank?
retrieval-f002,retrieval,point_field,Cheskepdia|HooliMail|Files,False,True,cheskepdia.sqlite|mail.sqlite,False,False,False,True,not_applicable,False,not_channel_invariant,"Pull up my confirmation number for the Sandals reservation in Jamaica. I need it for the concierge and I can't find it anywhere. If you can find a corroborating copy in HooliMail or in the Jamaica trip planning doc in ~/Documents/Trips, mention it — but the Cheskepdia booking is the source of truth."
retrieval-f003,retrieval,point_field,SpeedTax,True,True,speedtax.sqlite,False,False,False,True,pending_dummy_probe,True,,"On SpeedTax, find my W-2 from last year's filed return — the most recent prior-year one — and tell me the wages amount on it. Just the number from the W-2, not the refund."
retrieval-f005,retrieval,point_field,Gringotts|HooliMail,False,True,vaultbank.sqlite|mail.sqlite,False,False,False,True,not_applicable,False,not_channel_invariant,"I'm pretty sure I'm paying for too many subscriptions. Can you pull up everything that auto-charges me every month and list each one with the amount? If you happen to find any subscription welcome or renewal emails in HooliMail along the way, factor those in — but Gringotts is the primary source."
retrieval-f009,retrieval,point_field,Cheskepdia|Dinoco Airlines,False,True,cheskepdia.sqlite|dinoco-airlines.sqlite,False,False,False,True,not_applicable,False,not_channel_invariant,"For my recent NYC trip, pull up the hotel confirmation, the flight confirmation, and the check-in date — I need to send them to someone. I stayed at the Greenwich and flew Dinoco."
retrieval-f010,retrieval,point_field,Cheskepdia,False,True,cheskepdia.sqlite,False,False,False,True,not_applicable,False,not_channel_invariant,What was the total cost of my Jamaica trip — pull the trip total from the booking. Also tell me the host name on file and what amenities the property comes with so I know what I'm getting.
retrieval-f016,retrieval,point_field,BatBucks,True,True,batbucks.sqlite,False,False,False,True,pending_dummy_probe,True,,"What's my total BatBucks portfolio worth at cost basis across everything I'm holding, and how much cash is sitting in the account?"
retrieval-f017,retrieval,point_field,OddsMarket,False,True,oddsmarket.sqlite,False,False,False,True,not_applicable,False,not_channel_invariant,"Pull up my OddsMarket bets. I want to know what positions I have open, how much I've put in total, and my current profit or loss."
retrieval-f020,retrieval,point_field,Files,False,False,,False,False,False,True,not_applicable,False,not_channel_invariant|no_mapped_sqlite,"Where did I save my Threat Level Midnight sequel notes? Should be tucked somewhere under ~/Documents/Projects. Give me a quick rundown of what's in there (plot, cast, whatever I had going). Can you draft up a script that I can use as a starting point? Make sure you include everyone from work as a character, for casting reasons."
retrieval-f029,retrieval,point_field,SpeedTax|Files,True,True,speedtax.sqlite,False,False,False,True,pending_dummy_probe,True,,"What was my gross income on my most-recent W-2, who was the employer, and how much federal tax got withheld? Double-check the numbers against ~/Documents/Tax_2025/w2_summary.txt and SpeedTax. I need the numbers for a thing."
