id,category,behavioral_type,difficulty,n_apps,n_rubrics,rubric_class,n_pinned,n_seed_relative,n_procedural,var_keys,n_var_keys,personal_ref,instruction
long_horizon-f058,long_horizon,multi_step_orchestration,hard,12,10,pinned,2,0,1,BUZZCHAT_GROUPS,1,True,"I'm thinking about moving closer to the office. Apartment shortlist on Cheskepdia, scope move costs against Gringotts checking + savings, calculate eTaxi savings if I'm closer (compare current commute count to 1725 Slough Ave), block the projected move week on HooliCalendar, propose change-of-address handling in HooliMail to friends/family + HooliChat to the team, stand up a SprintBoard board for the move, write the move plan in LibreOffice, post a 'big change coming' LockedIn note, scope grocery resupply via Kwik-E-Mart + HangryDash for first-day-in-new-place. Save under ~/Documents/Personal/move/."
long_horizon-f060,long_horizon,multi_step_orchestration,hard,11,10,procedural_only,0,0,1,,0,True,"I want a real vacation this year — somewhere I haven't been (not Jamaica, not Barbados, not NYC, not Philly). Research a destination on Cheskepdia, book me flights from AVP on Dinoco, scope eTaxi for the airport ride, build me a day-by-day itinerary in LibreOffice, block the dates on my calendar, send a group invite to Pam, Jim, and Holly via HooliMail, check my Gringotts for budget, post a 'big trip coming' tease on LockedIn, and save the whole plan under ~/Documents/Trips/."
long_horizon-f062,long_horizon,multi_step_orchestration,hard,14,10,pinned,1,0,1,BUZZCHAT_GROUPS,1,True,"I want to lead an office culture initiative. Draft my 'World's Best Workplace' proposal in LibreOffice. Stand up a SprintBoard board for execution. Post the rollout to HooliWork #random. Cross-post a 'culture push announcement' in any team-wide HooliChat group. Send a HooliMail to David Wallace requesting sponsor approval. Block the kickoff date on HooliCalendar. Scope a kickoff lunch via TableFind + HangryDash. Search Cheskepdia for a quarterly off-site venue. Pull Gringotts to scope the initiative budget. Post a public LockedIn 'leading culture change' update. Save the proposal under ~/Documents/Work/. Order culture-initiative swag (T-shirts, stickers) from HooliShop and capture the spend in SpeedTax as a current-quarter business-expense line."
long_horizon-f065,long_horizon,multi_step_orchestration,hard,14,11,mixed,1,1,2,BUZZCHAT_GROUPS,1,True,"Hypothetical: what if I get fired tomorrow? Compute my total runway from Gringotts checking + savings + BatBucks cash + at-cost portfolio + OddsMarket balance and save that runway as a LibreOffice Calc sheet (income vs burn-rate, monthly columns). Identify cuts to HangryDash, Dinoco upgrades, and any non-utility recurring charges in Gringotts. Polish my LockedIn for any urgent reach-outs. Email a small set of trusted friends (Pam, Jim, Holly) via HooliMail asking for any leads. Stand up a SprintBoard board for the 30/60/90 day action plan. Block recovery-focused calendar time on HooliCalendar. Post a 'between chapters' message in HooliChat Finer Things Club (private). Pull the most-recent SpeedTax return to confirm any tax refund coming. If my runway looks tight, scope a cheaper Cheskepdia interim place I could fall back on. Write the emergency playbook in LibreOffice and save everything under ~/Documents/Personal/."
long_horizon-f066,long_horizon,multi_step_orchestration,hard,10,10,seed_relative,0,1,1,,0,True,"I want to do a real digital declutter — 30 days, kill anything I'm not actually using. Audit my Gringotts recurring charges and flag the deadweight. Skim my HooliMail inbox and unsubscribe from anything I haven't opened in 6 months. Archive any HooliChat DMs I haven't touched in a month. Clean up my Documents folder via Files. Drop any HooliCalendar events I keep declining. Review my LockedIn connections and identify 5 to politely disconnect. Audit my SprintBoard for stale tasks I'll never finish. Trim my OddsMarket watchlist. Save the whole declutter manifesto in LibreOffice. Then post a 'I just dumped 30 things from my digital life' update on LockedIn."
long_horizon-f070,long_horizon,multi_step_orchestration,hard,14,13,mixed,1,1,5,BUZZCHAT_GROUPS,1,True,"Jamaica trip is coming up soon and I have to actually prep this time. Pull the Sandals Montego Bay confirmation from Cheskepdia and my Dinoco Jamaica flight, schedule eTaxi for the wee-hours-of-departure-day airport ride, order travel essentials from HooliShop (sunscreen, beach reads, swim trunks I refuse to pack), restock pantry via Kwik-E-Mart for the day-I-get-back, schedule a final HangryDash dinner the night before so I don't have to cook, set my HooliCalendar Jamaica block + reminders, draft a pre-trip OOO HooliMail template, post a 'going dark for a week' tease in HooliChat Finer Things Club + a similar HooliWork #general note, write a LockedIn 'recharging' post scheduled for departure day, file a Jamaica trip prep checklist in LibreOffice under ~/Documents/Trips/, and pull Gringotts to confirm enough cash + check that my BatBucks portfolio doesn't need rebalancing while I'm gone."
long_horizon-f071,long_horizon,multi_step_orchestration,hard,12,10,pinned,1,0,1,LOCKEDIN_COMPANY;SPEEDTAX_W2_EMPLOYER,2,True,"Emma's coming up to Scranton next month for a college-visit weekend (she's looking at U Scranton). I want to make this perfect. Book her a Cheskepdia stay near campus, reserve us a TableFind dinner Friday night + Saturday brunch, order welcome-snacks via HangryDash for her first night, pre-fill her Kwik-E-Mart pickup with stuff she likes, Zelle her some spending money via Gringotts, block the whole weekend on my HooliCalendar, send her a confirming HooliMail with the itinerary, give Holly a heads-up via HooliChat that I'm taking PTO, write Emma a 'welcome to Scranton' card in LibreOffice and save under ~/Documents/Personal/, and post a public 'proud big-brother moment' update on LockedIn (Emma is my younger sister)."
long_horizon-f074,long_horizon,multi_step_orchestration,hard,17,10,mixed,2,1,0,BUZZCHAT_GROUPS;LOCKEDIN_COMPANY;SPEEDTAX_W2_EMPLOYER,3,True,I'm scoping a side-consultancy: 'Somehow I Manage Consulting' — paper-distributor turnaround advisory for small regional offices. Build me a real go-to-market packet. From BatBucks confirm I have working capital. From OddsMarket pull any market sentiment I can lean on. From SpeedTax confirm whether running this on the side as a 1099 alongside my Dunder Mifflin W-2 creates any tax weirdness. Pull my LockedIn analytics + post engagement to see if my brand has any reach to lean on. Identify 5 LockedIn warm leads (regional managers at competing paper firms). Draft a 'free 30-minute consult' HooliMail outreach template (saved as draft). Search Cheskepdia for a small day-rate meeting space in downtown Scranton for client meetings. Scope Dinoco for monthly day-trips to Philly + Wilkes-Barre for client visits. Plan eTaxi for those trips. Pre-fill HooliShop for a few branded notebooks + pens to bring to client meetings (low budget). Schedule a HangryDash client-lunch order option for the first booked meeting. Reserve TableFind for a discovery dinner with a candidate client. Block a HooliCalendar 'consulting hours' slot every Tuesday + Thursday evening. Stand up a SprintBoard 'SIM Consulting' tracker. Coordinate a HooliChat soft-launch in Finer Things Club + HooliWork #general announcement. Save the full go-to-market packet in LibreOffice under ~/Documents/Personal/sim_consulting/. Post the 'Somehow I Manage Consulting now open' LockedIn launch.
long_horizon-f075,long_horizon,multi_step_orchestration,hard,19,10,mixed,2,2,2,BUZZCHAT_GROUPS;WORKBUZZ_TEAM_CHANNEL;WORKBUZZ_TOP_CHANNEL_NAME,3,True,"I'm seriously thinking about a 3-month sabbatical to finish 'Somehow I Manage' and shoot the Threat Level Midnight sequel. I need to know if I can actually pull this off without my life falling apart. Compute my 3-month survival runway from Gringotts checking + savings + BatBucks at-cost portfolio + OddsMarket balance. Pull SpeedTax to confirm any tax refund cushion. Block the 3-month sabbatical window on HooliCalendar. Stand up a SprintBoard handoff board so my Team Morale + Diversity Day + Movie Monday projects don't die. Coordinate the away-message rollout across HooliMail (out-of-office draft to anyone who emails me), HooliChat (Finer Things Club + one more seeded social group I'm actually in, like the Party Planning Committee or After Hours), and HooliWork (#sales + #general 'going dark' posts). Polish my LockedIn for the 'creative reset' announcement. Search Cheskepdia for a writing-retreat AirBnB. Scope Dinoco flights to the retreat city. Plan eTaxi for the airport. Stock up on retreat essentials via Kwik-E-Mart + HooliShop. Pre-schedule HangryDash deliveries for the first week. Reserve a TableFind send-off dinner in Scranton before departure (TableFind only covers Scranton restaurants). Save the full sabbatical plan as a LibreOffice document under ~/Documents/Personal/sabbatical/ in Files. Post the public LockedIn 'taking a creative sabbatical' announcement (scheduled for the day before I leave)."
aggregation-f023,aggregation,aggregation_reporting,medium,1,6,procedural_only,0,0,3,,0,True,"Give me a summary of my OddsMarket book in LibreOffice Calc: balance, total invested, profit or loss (split realized vs unrealized if distinguishable), and every open position."
cua_only-f008,situated_action,bounded_action,hard,1,6,mixed,5,4,0,,0,True,"Go into OddsMarket, find my worst-losing position, hit Close, and type CONFIRM in the modal when it pops up."
hard_app-f005,situated_action,bounded_action,hard,1,6,seed_relative,0,1,3,,0,True,"Clean up my OddsMarket account: exit any YES positions that are more than 10% underwater from cost basis (per-position P&L% < -10% — if no position is below that threshold, say so and skip the exit step), and put any freed-up money back into my existing NBC Office reboot/revival position (the one already in my open positions — that's the one I actually have conviction on). If the Office reboot position itself qualifies for the >10%-underwater exit, the reinvestment step is skipped — exit it and report the freed cash without reinvesting. Then add the markets I'm still holding to my watchlist so I can keep an eye on them."
hard_app-f006,situated_action,bounded_action,hard,1,6,mixed,1,1,1,SPEEDTAX_FILING_STATUS,1,True,"Go into OddsMarket and review my open positions. Take the three biggest by share count and drop them into my watchlist so I can track them more carefully (if any are tied at #3, break the tie by highest cost basis, then alphabetically by ticker). Then write me a short P&L summary in chat or notes covering each market's cost basis, shares, and running profit or loss."
retrieval-f017,retrieval,personal_lookup,medium,1,5,seed_relative,0,2,2,,0,True,"Pull up my OddsMarket bets. I want to know what positions I have open, how much I've put in total, and my current profit or loss."
cua_only-f002,cua_only,bounded_action,medium,1,6,mixed,2,3,2,SPEEDTAX_RETURN_STATUS,1,True,"I started this year's tax return on SpeedTax but never finished. Walk through the in-progress current-year return — review my wages and any freelance/1099 income, look over the deductions section, and click Continue all the way through to the review step (step 6) so I can see what I'd actually owe or get back. Don't submit it yet, just get it ready for me to eyeball."
aggregation-f003,aggregation,aggregation_reporting,medium,1,4,mixed,1,1,0,SPEEDTAX_FILING_STATUS,1,True,Pull up my prior-year tax returns on SpeedTax and tell me my combined federal + state refund across the most recent filed years. I want one number that says 'over the last few years you've gotten back X total.'
retrieval-f003,retrieval,personal_lookup,easy,1,3,mixed,1,1,1,SPEEDTAX_FILING_STATUS,1,True,"On SpeedTax, find my W-2 from last year's filed return — the most recent prior-year one — and tell me the wages amount on it. Just the number from the W-2, not the refund."
cua_only-f003,situated_action,bounded_action,medium,1,4,pinned,3,0,0,SPRINTBOARD_PROJECTS,1,True,"Pop open my Diversity Day Planning 2026 board on SprintBoard and drag a card out of the Todo column into In Progress — just one card, whichever you think is the most sensible next step for Diversity Day prep."
cua_only-f017,situated_action,bounded_action,hard,1,7,pinned,1,0,1,SPRINTBOARD_PROJECTS;SPRINTBOARD_TOP_PROJECT_NAME,2,True,"Pop open my Team Morale Q2 board on SprintBoard and move three different cards forward: one from Todo to In Progress, one from In Progress to In Review, and one from In Review to Done."
hard_app-f025,long_horizon,bounded_action,hard,1,7,pinned,4,0,0,SPRINTBOARD_PROJECTS;SPRINTBOARD_TOP_PROJECT_NAME,2,True,"Can you clean up my 'Team Morale Initiative Q2' board on SprintBoard? Look at the open tasks in the backlog. Pick three tasks and (re)assign them to reasonable owners from the team (Pam, Dwight, Jim, or similar). Then create a new sprint called 'Q2 Morale Week 1' with about eight story points pulled from the backlog, and apply a 'dundies-prep' label to those sprint tasks so we stay focused."
situated_action-f020,situated_action,bounded_action,hard,1,4,pinned,4,0,0,SPRINTBOARD_PROJECTS,1,False,Start a new sprint cycle for the Diversity Day Planning 2026 project for the week starting three days ago and commit eight story points to the goal. Let's move some work.
situated_action-f034,situated_action,bounded_action,medium,1,5,pinned,1,0,1,SPRINTBOARD_PROJECTS,1,True,"Pop open the Diversity Day Planning 2026 board on SprintBoard. The 'Order snacks representing every culture' task is sitting in todo and that one's mine. Move it into In Progress so the team sees I'm on it, and add 2 new sub-tasks under it (one for finalizing the cuisine list, one for confirming the HangryDash multi-cuisine order)."
hard_app-f015,situated_action,multi_step_orchestration,hard,2,8,pinned,2,0,4,SPEEDTAX_FILING_STATUS;TABLEFIND_NEXT_RESERVATION_TIME,2,False,"Book me a new table at Cotogna on TableFind for the next upcoming Saturday at 7pm, party of four, and add a special-request note that one of us (Pam) needs a gluten-free option so they're ready for her. Then make me a new saved in LibreOffice Writer list called 'Go-Tos' and drop Cotogna into it. When you're done, grab me the confirmation number."
hard_app-f016,long_horizon,bounded_action,hard,1,8,procedural_only,0,0,1,,0,False,"Book me Cotogna for ten people for the Dundies after-party next Friday. While you're in TableFind, pull up three other Scranton-area restaurants as a fallback plan in case Cotogna is full, and favorite the top two. Once that's done, confirm the Cotogna reservation with a note that it's the Dundies after-party so they can prep the vibe."
cua_only-f005,situated_action,bounded_action,medium,1,6,mixed,1,2,3,JAMAICA_FLIGHT_NUM,1,True,Drag that Jamaica boarding pass file out of my Downloads folder and into a proper Jamaica subfolder under my Trips docs (make the folder if it isn't already there). Rename it to something like jamaica_boarding_pass (keep whatever extension it has) so I can actually find it later.
aggregation-f008,aggregation,aggregation_reporting,medium,1,6,mixed,1,3,0,SPEEDTAX_FILING_STATUS,1,True,"If I keep going to improv class at the current pace, what's it going to cost me for a whole year? I'm reconsidering. Give me a Line graph chart of the overall cost in LibreOffice Calc."
aggregation-f030,aggregation,aggregation_reporting,medium,1,6,mixed,2,3,0,SPEEDTAX_FILING_STATUS,1,True,How much am I sending via Zelle each month and who's getting the money? Check the most recent 2 complete calendar months prior to today and rank the recipients. Give me the results of each month in a LibreOffice Calc Spreadsheet and comapre the totals.
aggregation-f036,aggregation,aggregation_reporting,medium,1,6,mixed,3,2,0,SPEEDTAX_1099_PAYER;SPEEDTAX_FILING_STATUS,2,True,"How much did I spend on improv classes during the last full calendar year? Add up every Scranton Improv class charge from that year (the outbound debits whose description matches 'Scranton Improv Workshop' or 'SCRANTON IMPROV ACADEMY' case-insensitively) — exclude any inbound payments from teaching (e.g. 'Scranton Improv Academy - 1099-NEC payment' or 'VENMO SCRANTON IMPROV ACADEMY' credits, those are teaching income, not class spend) (where Scranton Improv is the payee/merchant, not just a venue address in a transportation charge)."
situated_action-f011,situated_action,bounded_action,medium,1,4,mixed,4,1,0,,0,True,Can you knock $500 off my credit card from my checking? I'm trying to be responsible here.
