benchmark,task_id,model_name,exp_name,family,E,V,n_ann,n_succ,unan_successful,any_successful
webarena,webarena.27,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.364,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.344,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.343,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.325,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.311,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.295,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.386,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.289,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.380,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.272,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.266,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.265,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.229,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,0,0,0
